satisfaction_level,last_evaluation,number_project,average_monthly_hours,left,cluster,Emp_Id
0.11,0.79,7,310,1,2,IND05917
0.1,0.97,6,282,1,2,IND29419
0.44,0.51,2,134,1,1,IND18251
0.25,0.46,4,214,1,1,IND19128
0.44,0.52,2,137,1,1,IND34204
0.73,1.0,4,252,1,0,IND43619
0.75,0.97,5,243,1,0,IND13345
0.36,0.47,2,148,1,1,IND17510
0.37,0.49,2,151,1,1,IND44916
0.39,0.49,2,129,1,1,IND15157
0.48,0.78,2,198,1,1,IND16576
0.57,0.72,4,275,1,0,IND42195
0.9,0.96,5,243,1,0,IND19057
0.39,0.55,2,159,1,1,IND11875
0.44,0.51,2,145,1,1,IND34369
0.81,0.88,5,242,1,0,IND25223
0.74,0.87,5,242,1,0,IND32300
0.44,0.56,2,145,1,1,IND10587
0.41,0.56,2,154,1,1,IND36727
0.4,0.51,2,139,1,1,IND13760
0.46,0.57,2,152,1,1,IND29531
0.8,0.83,2,211,1,0,IND01450
0.87,0.9,5,258,1,0,IND23395
0.39,0.54,2,155,1,1,IND40808
0.38,0.55,2,148,1,1,IND08946
0.66,0.67,2,255,1,0,IND13545
0.1,0.8,6,264,1,2,IND15450
0.37,0.54,2,132,1,1,IND38162
0.1,0.77,6,255,1,2,IND42388
0.09,0.87,5,263,1,2,IND22170
0.86,0.84,5,222,1,0,IND22899
0.11,0.9,6,263,1,2,IND41044
0.37,0.46,2,157,1,1,IND09414
0.11,0.92,7,307,1,2,IND10511
0.77,0.98,5,259,1,0,IND21288
0.84,0.94,5,222,1,0,IND23653
0.1,0.84,7,250,1,2,IND38668
0.83,0.9,5,245,1,0,IND01079
0.11,0.79,6,292,1,2,IND19534
0.86,0.92,5,252,1,0,IND21195
0.38,0.56,2,161,1,1,IND06948
0.11,0.88,5,250,1,2,IND09689
0.45,0.49,2,134,1,1,IND20490
0.1,0.85,7,279,1,2,IND03012
0.09,0.95,7,256,1,2,IND12904
0.39,0.53,2,127,1,1,IND17761
0.37,0.47,2,138,1,1,IND18001
0.81,0.97,5,243,1,0,IND12363
0.09,0.9,7,296,1,2,IND31721
0.1,0.88,7,267,1,2,IND41038
0.39,0.49,2,144,1,1,IND08371
0.83,0.95,4,251,1,0,IND43642
0.45,0.57,2,148,1,1,IND09300
0.43,0.51,2,141,1,1,IND14659
0.8,0.75,3,268,1,0,IND04511
0.1,0.86,6,247,1,2,IND07089
0.1,0.55,2,247,1,1,IND12355
0.36,0.52,2,146,1,1,IND07894
0.38,0.5,2,140,1,1,IND09416
0.78,0.98,5,263,1,0,IND23413
0.44,0.49,2,145,1,1,IND04811
0.41,0.46,2,156,1,1,IND05308
0.72,0.85,5,244,1,0,IND07539
0.46,0.54,2,144,1,1,IND04004
0.1,0.9,7,286,1,2,IND04673
0.34,0.67,4,141,1,1,IND33223
0.11,0.89,6,260,1,2,IND12838
0.38,0.56,2,154,1,1,IND21329
0.82,0.92,5,225,1,0,IND22270
0.39,0.57,2,127,1,1,IND11707
0.44,0.53,2,140,1,1,IND11944
0.43,0.52,2,147,1,1,IND19775
0.84,0.83,4,227,1,0,IND36710
0.43,0.48,2,153,1,1,IND01989
0.37,0.52,2,128,1,1,IND14043
0.74,0.97,4,228,1,0,IND25099
0.73,0.97,5,235,1,0,IND30545
0.37,0.47,2,148,1,1,IND37866
0.58,0.62,4,238,1,0,IND19498
0.4,0.54,2,141,1,1,IND42920
0.51,0.83,5,249,1,2,IND26481
0.46,0.5,2,151,1,1,IND06179
0.45,0.54,2,129,1,1,IND13660
0.46,0.5,2,156,1,1,IND21706
0.39,0.45,2,134,1,1,IND41073
0.09,0.88,6,269,1,2,IND24607
0.09,0.77,6,290,1,2,IND34165
0.37,0.51,2,132,1,1,IND02990
0.1,0.89,7,308,1,2,IND08328
0.77,1.0,4,232,1,0,IND12683
0.79,0.86,5,235,1,0,IND23959
0.43,0.55,2,130,1,1,IND24434
0.38,0.53,2,146,1,1,IND12336
0.77,0.91,5,221,1,0,IND40799
0.44,0.5,2,130,1,1,IND13147
0.39,0.46,2,136,1,1,IND15951
0.78,0.89,5,274,1,0,IND20914
0.1,0.79,6,256,1,2,IND17007
0.1,0.77,5,276,1,2,IND24168
0.75,0.85,5,267,1,0,IND15472
0.46,0.62,6,213,1,2,IND12236
0.91,0.97,4,274,1,0,IND40670
0.1,0.92,6,258,1,2,IND41751
0.72,0.6,3,153,1,1,IND30555
0.11,0.95,6,245,1,2,IND37973
0.11,0.94,6,264,1,2,IND01175
0.46,0.57,2,154,1,1,IND03855
0.37,0.46,2,149,1,1,IND12228
0.46,0.5,2,157,1,1,IND04245
0.43,0.57,2,127,1,1,IND22636
0.11,0.82,6,270,1,2,IND31265
0.73,0.89,5,236,1,0,IND08866
0.43,0.47,2,158,1,1,IND17909
0.86,1.0,5,229,1,0,IND20950
0.1,0.83,6,269,1,2,IND31569
0.4,0.49,2,128,1,1,IND08377
0.11,0.87,7,278,1,2,IND34585
0.86,0.98,3,158,1,0,IND02952
0.42,1.0,3,202,1,0,IND36095
0.79,0.84,4,240,1,0,IND41218
0.1,0.96,7,255,1,2,IND11680
0.09,0.92,7,254,1,2,IND38194
0.09,0.82,6,257,1,2,IND44226
0.87,1.0,4,228,1,0,IND16772
0.36,0.49,2,145,1,1,IND40033
0.42,0.75,3,218,1,0,IND18671
0.84,0.86,5,268,1,0,IND02403
0.1,0.83,6,278,1,2,IND13312
0.78,0.71,3,249,1,0,IND19709
0.35,0.99,3,236,1,0,IND25547
0.1,0.81,7,291,1,2,IND01477
0.11,0.8,6,306,1,2,IND17082
0.43,0.48,2,135,1,1,IND25063
0.38,0.45,2,156,1,1,IND38591
0.46,0.54,2,143,1,1,IND11597
0.89,0.82,4,243,1,0,IND22600
0.45,0.5,2,147,1,1,IND35800
0.44,0.53,2,159,1,1,IND18402
0.74,0.54,5,216,1,0,IND07339
0.45,0.54,2,152,1,1,IND02709
0.79,0.93,4,226,1,0,IND44186
0.79,0.91,5,271,1,0,IND0540
0.11,0.87,6,255,1,2,IND13109
0.42,0.48,2,140,1,1,IND09509
0.64,0.9,6,252,1,2,IND23314
0.4,0.55,2,159,1,1,IND33551
0.84,0.98,5,270,1,0,IND01014
0.73,0.92,5,232,1,0,IND42460
0.4,0.51,2,144,1,1,IND02433
0.36,0.45,2,127,1,1,IND13979
0.43,0.47,2,131,1,1,IND18793
0.11,0.78,6,243,1,2,IND25253
0.91,1.0,5,244,1,0,IND04193
0.8,1.0,5,260,1,0,IND19219
0.42,0.49,2,139,1,1,IND20287
0.31,0.87,4,184,1,2,IND23820
0.44,0.47,2,130,1,1,IND36827
0.38,0.54,2,135,1,1,IND01608
0.45,0.56,2,146,1,1,IND23188
0.43,0.46,2,149,1,1,IND28366
0.45,0.46,2,153,1,1,IND42868
0.43,0.57,2,160,1,1,IND01574
0.43,0.49,2,160,1,1,IND44243
0.09,0.83,6,282,1,2,IND12924
0.43,0.47,2,128,1,1,IND15207
0.79,0.94,4,232,1,0,IND27598
0.85,0.58,3,226,1,0,IND17810
0.38,0.45,2,129,1,1,IND41854
0.11,0.92,7,255,1,2,IND04966
0.83,0.99,5,258,1,0,IND41290
0.81,0.91,4,229,1,0,IND17060
0.42,0.56,2,143,1,1,IND40259
0.11,0.87,6,257,1,2,IND08168
0.11,0.85,7,275,1,2,IND10852
0.1,0.89,7,291,1,2,IND05365
0.5,0.54,5,153,1,1,IND05454
0.44,0.49,2,154,1,1,IND22058
0.11,0.9,6,301,1,2,IND22663
0.39,0.52,2,134,1,1,IND09504
0.11,0.78,6,245,1,2,IND16259
0.36,0.5,2,132,1,1,IND37882
0.43,0.51,2,130,1,1,IND44221
0.4,0.5,2,127,1,1,IND23617
0.86,0.84,4,246,1,0,IND33084
0.38,0.49,2,145,1,1,IND41440
0.46,0.45,2,138,1,1,IND24107
0.37,0.57,2,129,1,1,IND27133
0.43,0.52,2,150,1,1,IND34114
0.66,0.93,5,253,1,0,IND07563
0.37,0.48,2,160,1,1,IND13444
0.77,0.92,5,235,1,0,IND19814
0.38,0.55,2,151,1,1,IND09591
0.39,0.54,2,127,1,1,IND33355
0.41,0.55,2,151,1,1,IND13063
0.1,0.9,7,290,1,2,IND19397
0.09,0.93,6,249,1,2,IND26476
0.41,0.47,2,131,1,1,IND06339
0.39,0.46,2,159,1,1,IND38938
0.83,0.99,4,223,1,0,IND09012
0.09,0.87,3,214,1,2,IND44310
0.75,0.81,5,227,1,0,IND37386
0.44,0.54,2,127,1,1,IND02510
0.1,0.84,6,293,1,2,IND13330
0.42,0.46,2,141,1,1,IND41423
0.1,0.83,6,300,1,2,IND01176
0.1,0.86,6,309,1,2,IND19762
0.31,0.77,4,149,1,1,IND38956
0.42,0.54,2,159,1,1,IND06773
0.38,0.5,2,152,1,1,IND25693
0.39,0.57,2,158,1,1,IND34389
0.1,0.97,6,254,1,2,IND34976
0.11,0.93,6,294,1,2,IND01316
0.1,0.92,7,269,1,2,IND41183
0.11,0.9,7,247,1,2,IND13348
0.44,0.65,3,271,1,0,IND42207
0.91,0.96,4,232,1,0,IND08663
0.72,1.0,4,245,1,0,IND18587
0.66,0.66,3,225,0,0,IND27643
0.2,0.69,6,236,0,2,IND17072
0.97,0.78,3,268,0,0,IND05427
0.59,0.73,2,230,0,0,IND25986
0.88,0.6,4,162,0,0,IND08843
0.16,0.73,4,197,0,2,IND27353
0.61,0.96,3,247,0,0,IND28478
0.52,0.79,4,234,0,0,IND29565
0.82,0.49,4,276,0,0,IND38287
0.75,0.94,5,217,0,0,IND08271
0.62,0.5,4,156,0,1,IND38494
0.91,0.88,3,189,0,0,IND34208
0.61,0.98,2,238,0,0,IND17735
0.79,0.77,3,201,0,0,IND28833
0.9,0.93,4,263,0,0,IND02629
0.75,0.83,3,146,0,0,IND10191
0.81,0.64,4,213,0,0,IND43530
0.59,0.88,3,159,0,0,IND17967
0.56,0.83,3,236,0,0,IND35792
0.98,0.79,5,257,0,0,IND35334
0.59,0.72,4,168,0,0,IND39526
0.61,0.67,4,151,0,1,IND28186
0.78,0.7,4,139,0,0,IND43656
0.55,0.93,5,196,0,0,IND07571
0.2,0.97,4,237,0,2,IND27812
0.79,0.44,2,236,0,1,IND34879
0.52,0.98,4,265,0,0,IND01122
0.97,0.52,4,207,0,0,IND34826
0.63,0.94,4,219,0,0,IND27107
0.85,0.99,3,208,0,0,IND24243
0.59,0.74,3,240,0,0,IND03496
0.64,0.6,3,135,0,1,IND37175
0.8,0.67,3,236,0,0,IND21095
0.61,0.75,3,140,0,1,IND28325
0.87,0.61,3,162,0,1,IND39447
0.75,0.59,3,117,0,1,IND43160
0.96,0.51,4,225,0,0,IND13385
0.75,0.92,3,211,0,0,IND27675
0.19,0.58,4,173,0,1,IND36945
0.52,0.97,4,170,0,0,IND41587
0.6,0.6,3,242,0,0,IND15544
0.9,0.81,4,175,0,0,IND19663
0.89,0.92,3,195,0,0,IND23142
0.54,0.93,4,184,0,0,IND32802
0.99,0.55,3,170,0,1,IND34263
0.66,0.56,4,185,0,1,IND08546
0.92,0.64,4,259,0,0,IND15808
0.19,0.72,4,102,0,1,IND43034
0.39,0.37,5,156,0,1,IND38773
0.41,0.68,3,191,0,1,IND01967
0.6,0.49,3,239,0,1,IND14121
0.95,0.54,4,235,0,0,IND29761
0.51,0.87,2,130,0,1,IND07488
0.54,0.74,2,166,0,1,IND39567
0.16,0.54,5,206,0,2,IND04209
0.98,0.77,3,191,0,0,IND24663
0.65,0.75,3,214,0,0,IND40470
0.38,0.5,3,196,0,1,IND27764
0.95,0.71,4,151,0,0,IND10082
0.6,0.62,5,165,0,1,IND20903
0.78,0.91,3,177,0,0,IND01422
0.19,0.63,6,241,0,2,IND26857
0.56,0.99,4,230,0,0,IND40766
0.21,0.71,4,270,0,2,IND14383
0.83,0.71,3,234,0,0,IND18773
0.5,0.64,3,257,0,0,IND34331
0.74,0.87,5,264,0,0,IND03888
0.75,0.83,4,133,0,0,IND11257
0.85,0.66,4,155,0,0,IND16489
0.93,0.59,3,202,0,0,IND17779
0.76,0.7,3,136,0,1,IND41950
0.91,0.78,3,269,0,0,IND070
0.22,0.54,6,169,0,2,IND08992
0.78,0.52,5,192,0,0,IND44600
0.53,0.8,4,241,0,0,IND0813
0.58,0.69,4,165,0,1,IND01695
0.99,0.81,3,183,0,0,IND08834
0.62,0.64,4,163,0,1,IND21502
0.59,0.69,3,162,0,1,IND30491
0.13,0.76,5,219,0,2,IND17797
0.19,0.63,4,278,0,2,IND21986
0.94,0.99,2,273,0,0,IND10236
0.53,0.96,4,272,0,0,IND23929
0.96,0.85,5,168,0,0,IND44044
0.62,0.87,4,221,0,0,IND23756
0.81,0.86,4,213,0,0,IND09950
0.63,0.78,4,275,0,0,IND14167
0.92,0.68,5,177,0,0,IND03393
0.83,0.74,4,249,0,0,IND22444
0.49,0.37,5,246,0,1,IND24947
0.8,0.66,4,223,0,0,IND42220
0.54,0.76,4,244,0,0,IND05030
0.37,0.72,3,169,0,1,IND31720
0.93,0.56,5,140,0,0,IND35482
0.88,0.99,5,253,0,0,IND38696
0.79,0.87,3,194,0,0,IND19481
0.65,0.88,4,173,0,0,IND22905
0.72,0.7,4,172,0,0,IND41534
0.58,0.49,3,167,0,1,IND07057
0.37,0.51,2,153,0,1,IND38137
0.87,0.97,4,243,0,0,IND27580
0.63,0.72,6,163,0,0,IND33159
0.72,0.79,3,221,0,0,IND25952
0.36,0.55,3,191,0,1,IND41307
0.96,0.7,4,272,0,0,IND23329
0.52,0.37,2,118,0,1,IND37075
0.16,0.83,5,173,0,2,IND37068
0.63,0.55,4,200,0,1,IND41156
0.92,0.76,5,132,0,0,IND43005
0.82,0.49,4,180,0,1,IND28635
0.18,0.54,4,145,0,1,IND38468
0.73,0.48,4,139,0,1,IND28640
0.44,0.61,5,230,0,2,IND43412
0.73,0.62,4,247,0,0,IND11550
0.62,0.95,4,140,0,0,IND18720
0.94,0.8,4,266,0,0,IND33377
0.76,0.74,4,261,0,0,IND34298
0.89,0.49,4,275,0,0,IND41466
0.9,0.88,5,254,0,0,IND31659
1.0,0.93,5,231,0,0,IND12154
0.71,0.9,3,138,0,0,IND16928
0.73,0.97,4,163,0,0,IND13948
0.97,0.9,5,262,0,0,IND28984
0.6,0.59,4,201,0,1,IND36788
0.82,0.67,3,229,0,0,IND27570
0.95,0.48,4,228,0,0,IND32383
0.88,0.65,5,228,0,0,IND05085
0.79,0.49,3,273,0,0,IND41831
0.52,0.96,4,171,0,0,IND35342
0.22,0.61,3,148,0,1,IND42746
0.59,0.96,5,211,0,0,IND04714
0.84,0.64,2,211,0,0,IND04934
0.54,0.41,3,175,0,1,IND22162
1.0,0.86,4,245,0,0,IND39854
0.93,0.59,3,273,0,0,IND12850
0.96,0.55,3,225,0,0,IND24016
0.56,0.41,5,152,0,1,IND32140
0.49,0.66,5,194,0,0,IND43191
0.89,0.51,4,185,0,0,IND0908
0.57,0.91,3,193,0,0,IND25678
0.96,0.64,3,166,0,0,IND43219
0.65,0.89,5,223,0,0,IND39745
0.14,0.66,5,281,0,2,IND35706
0.64,0.49,3,241,0,1,IND06719
0.98,0.91,3,165,0,0,IND23548
0.71,0.59,4,143,0,1,IND42407
0.96,0.49,5,137,0,1,IND04970
0.9,0.57,4,185,0,0,IND23233
0.52,0.96,3,271,0,0,IND27864
0.78,0.98,4,207,0,0,IND40089
0.62,0.69,4,184,0,0,IND23037
0.6,0.8,4,253,0,0,IND44352
0.82,0.62,3,152,0,1,IND23613
0.52,0.55,3,225,0,1,IND26606
0.13,0.84,5,189,0,2,IND23206
0.97,0.93,3,153,0,0,IND30602
0.63,0.9,4,245,0,0,IND43055
0.68,0.78,5,233,0,0,IND0411
0.74,0.83,4,210,0,0,IND30522
0.89,0.57,4,176,0,0,IND35891
0.28,0.95,5,191,0,2,IND08225
0.61,0.9,3,224,0,0,IND33262
0.67,0.49,3,185,0,1,IND16528
0.86,0.64,3,245,0,0,IND05979
0.87,0.93,3,173,0,0,IND34235
0.7,0.95,4,231,0,0,IND19807
0.68,0.84,3,270,0,0,IND25433
0.69,0.75,5,196,0,0,IND33892
0.97,0.83,3,238,0,0,IND22731
0.62,0.89,4,261,0,0,IND25753
0.55,0.87,3,201,0,0,IND43209
0.61,0.73,3,252,0,0,IND35773
0.15,0.81,3,191,0,1,IND16758
0.84,0.86,3,199,0,0,IND34804
0.87,0.64,5,234,0,0,IND43685
0.93,0.86,4,192,0,0,IND22996
0.14,0.73,6,237,0,2,IND26128
0.96,0.7,3,207,0,0,IND30773
0.41,0.63,2,145,0,1,IND19856
0.84,0.96,6,155,0,0,IND38295
0.94,0.69,5,145,0,0,IND42519
0.6,0.86,6,247,0,2,IND075
0.7,0.73,4,182,0,0,IND18164
0.29,0.91,4,183,0,2,IND08339
0.31,0.51,2,146,0,1,IND25713
0.73,0.99,3,241,0,0,IND33876
0.51,0.52,5,261,0,2,IND02079
0.58,0.77,4,140,0,1,IND18050
0.59,0.97,3,257,0,0,IND33759
0.95,0.9,3,186,0,0,IND39553
0.84,0.93,3,159,0,0,IND05756
0.28,0.37,3,164,0,1,IND44695
0.94,0.52,4,217,0,0,IND08129
0.49,0.59,4,137,0,1,IND44808
0.72,0.5,4,164,0,1,IND14543
0.19,0.85,5,249,0,2,IND35849
0.83,0.95,3,264,0,0,IND14277
0.79,0.92,4,208,0,0,IND39810
0.72,0.61,3,175,0,1,IND42288
0.97,0.74,4,209,0,0,IND0790
0.92,0.83,4,268,0,0,IND21441
0.95,0.53,3,264,0,0,IND37430
0.76,0.64,4,234,0,0,IND38788
0.24,0.62,5,199,0,2,IND02441
0.89,0.99,4,205,0,0,IND02561
0.69,0.63,5,140,0,1,IND11425
0.92,0.98,3,257,0,0,IND25541
0.79,0.61,4,227,0,0,IND28625
0.87,0.94,4,189,0,0,IND37709
0.89,0.88,5,241,0,0,IND44742
0.75,0.77,5,199,0,0,IND02758
0.78,0.6,4,206,0,0,IND02277
0.13,0.62,5,268,0,2,IND09625
0.94,0.86,3,221,0,0,IND28527
0.94,0.88,4,262,0,0,IND09722
0.67,0.6,5,253,0,0,IND08921
0.6,0.73,5,241,0,0,IND20041
0.62,0.94,4,252,0,0,IND28865
0.38,0.52,2,171,0,1,IND34185
0.8,0.77,4,194,0,0,IND05066
0.61,0.42,3,104,0,1,IND42102
0.61,0.56,4,176,0,1,IND27848
0.66,0.8,4,192,0,0,IND44337
0.56,0.74,3,154,0,1,IND05752
1.0,0.55,4,186,0,0,IND25199
0.73,0.86,3,200,0,0,IND41143
0.6,0.66,4,132,0,1,IND10231
0.78,0.59,5,236,0,0,IND20020
0.48,0.53,3,211,0,1,IND36502
0.9,0.77,4,273,0,0,IND13506
0.16,0.76,4,223,0,2,IND16169
0.5,0.75,3,204,0,0,IND09819
0.66,0.65,3,196,0,1,IND13967
0.44,0.37,2,219,0,1,IND33618
0.95,0.67,4,261,0,0,IND09921
0.9,0.65,3,254,0,0,IND07770
0.27,0.48,4,185,0,1,IND12250
0.51,0.74,6,98,0,1,IND22654
0.68,0.76,3,260,0,0,IND04711
0.97,0.93,5,137,0,0,IND24764
0.91,0.75,4,159,0,0,IND38872
0.76,0.88,5,265,0,0,IND17871
0.88,0.61,4,177,0,0,IND34631
0.83,0.73,4,247,0,0,IND13588
0.78,0.54,3,161,0,1,IND22533
0.52,0.38,2,103,0,1,IND42206
0.63,0.49,4,151,0,1,IND12418
0.9,0.74,3,193,0,0,IND21819
0.48,0.58,3,194,0,1,IND19614
0.7,0.6,5,208,0,0,IND28996
0.68,0.66,4,229,0,0,IND43103
0.7,0.87,3,166,0,0,IND10985
0.77,0.5,3,141,0,1,IND03540
0.73,0.93,3,249,0,0,IND34436
0.87,0.48,4,264,0,0,IND36510
0.65,0.98,3,252,0,0,IND38524
0.62,0.7,2,134,0,1,IND44155
0.53,0.51,3,274,0,0,IND01452
0.59,0.39,5,200,0,1,IND42313
0.87,0.72,2,154,0,1,IND06159
0.47,0.53,3,111,0,1,IND20587
0.96,0.81,3,247,0,0,IND27367
0.79,0.74,3,169,0,0,IND05929
0.84,0.6,3,250,0,0,IND15613
0.68,0.49,3,178,0,1,IND27972
0.86,0.66,4,251,0,0,IND18063
0.73,0.98,5,272,0,0,IND23666
0.9,0.67,2,229,0,0,IND06103
0.63,0.64,3,180,0,1,IND26230
0.71,0.72,3,271,0,0,IND15702
0.71,0.68,5,226,0,0,IND26970
0.95,0.62,4,150,0,0,IND05065
0.51,0.86,4,260,0,0,IND18102
0.77,0.91,4,161,0,0,IND29325
0.48,0.51,3,136,0,1,IND35652
0.93,0.91,2,238,0,0,IND08382
0.83,0.86,4,98,0,0,IND15424
0.61,0.73,5,156,0,0,IND41273
0.97,0.89,4,248,0,0,IND42395
0.5,0.81,3,170,0,1,IND23457
0.84,0.54,3,245,0,0,IND37906
0.58,0.38,4,203,0,1,IND06796
0.59,0.72,3,182,0,1,IND39633
0.77,0.83,3,175,0,0,IND07532
0.78,0.4,4,145,0,1,IND08332
0.6,0.96,4,220,0,0,IND20748
0.53,0.77,4,259,0,0,IND42981
0.73,0.69,3,228,0,0,IND05546
0.76,0.94,3,189,0,0,IND33814
0.12,0.61,6,257,0,2,IND21779
0.2,0.98,3,180,0,2,IND41621
0.5,0.77,4,180,0,0,IND36839
0.79,0.65,5,215,0,0,IND25032
0.96,0.68,3,132,0,1,IND13278
0.26,0.69,5,213,0,2,IND36399
0.8,0.72,4,173,0,0,IND16716
0.43,0.71,3,186,0,1,IND07767
0.87,0.71,4,157,0,0,IND17218
0.63,0.75,4,175,0,0,IND18922
0.58,0.48,3,135,0,1,IND39143
0.2,0.42,4,256,0,2,IND11008
0.62,0.71,4,268,0,0,IND44433
0.91,0.94,5,159,0,0,IND40756
0.66,0.91,3,191,0,0,IND37418
0.53,0.81,3,275,0,0,IND39127
0.52,0.98,5,217,0,0,IND42526
1.0,0.88,6,201,0,0,IND19752
0.73,0.67,4,205,0,0,IND25440
0.65,0.67,3,240,0,0,IND42581
0.5,0.95,5,137,0,0,IND06842
0.94,0.59,4,241,0,0,IND07123
0.48,0.86,5,198,0,0,IND07924
0.67,0.87,5,254,0,0,IND20840
0.73,0.94,4,262,0,0,IND44896
0.63,0.71,4,244,0,0,IND44441
0.84,0.84,4,266,0,0,IND04260
0.2,0.94,6,191,0,2,IND33121
0.76,0.57,3,148,0,1,IND43379
0.55,0.54,3,233,0,1,IND32061
0.8,0.55,4,178,0,1,IND05457
0.64,0.91,3,165,0,0,IND29006
0.59,0.97,5,179,0,0,IND29367
0.92,0.98,3,149,0,0,IND24761
0.75,0.76,3,269,0,0,IND12552
0.69,0.74,5,227,0,0,IND29921
0.82,0.93,3,247,0,0,IND18797
0.88,0.85,3,220,0,0,IND05900
0.89,0.91,3,233,0,0,IND18432
1.0,0.79,5,171,0,0,IND05725
0.66,0.91,4,234,0,0,IND34520
0.76,0.92,3,176,0,0,IND44735
0.8,0.62,5,190,0,0,IND06029
0.58,0.86,4,168,0,0,IND26869
0.73,0.93,3,205,0,0,IND05682
1.0,0.73,5,189,0,0,IND37568
0.18,0.9,4,282,0,2,IND01761
0.47,0.46,2,152,0,1,IND21754
0.92,0.64,4,217,0,0,IND30563
0.51,0.5,4,130,0,1,IND27777
0.81,0.62,4,153,0,1,IND34251
0.52,0.57,3,270,0,0,IND05754
0.95,0.96,3,220,0,0,IND15264
0.93,0.64,4,253,0,0,IND07246
0.98,0.67,4,209,0,0,IND08456
0.79,0.79,4,231,0,0,IND25704
0.99,0.73,4,240,0,0,IND37250
0.64,0.9,5,266,0,0,IND39331
0.54,0.44,3,153,0,1,IND44270
0.79,0.59,4,187,0,0,IND08323
0.55,0.98,4,185,0,0,IND23867
0.18,0.81,4,147,0,1,IND39371
0.56,0.81,4,188,0,0,IND08152
0.92,0.67,2,252,0,0,IND21672
0.99,0.75,4,163,0,0,IND34975
0.77,0.85,4,189,0,0,IND08413
0.49,0.52,3,156,0,1,IND11845
0.98,0.58,3,183,0,0,IND44260
0.18,0.54,6,209,0,2,IND18241
0.8,0.82,4,271,0,0,IND06846
0.81,0.77,5,251,0,0,IND27652
0.13,0.61,5,198,0,2,IND19350
0.58,0.97,3,274,0,0,IND12213
0.75,0.63,4,209,0,0,IND38760
0.8,0.94,4,271,0,0,IND39801
0.78,0.6,4,143,0,1,IND03339
0.92,0.6,5,236,0,0,IND44411
0.85,0.98,5,222,0,0,IND16727
0.52,0.63,3,233,0,1,IND28686
0.95,0.84,3,270,0,0,IND10201
0.81,0.92,5,258,0,0,IND04513
0.16,0.82,6,202,0,2,IND22923
0.91,0.74,3,150,0,0,IND01928
0.62,0.51,4,193,0,1,IND26634
0.24,0.42,5,210,0,1,IND39851
0.88,0.51,3,208,0,1,IND07865
0.94,0.73,3,196,0,0,IND24511
0.76,0.79,5,187,0,0,IND11726
0.49,0.67,3,140,0,1,IND15445
0.93,0.9,4,256,0,0,IND23765
0.92,0.66,4,113,0,1,IND32490
0.19,0.94,4,196,0,2,IND13216
0.66,0.76,3,170,0,0,IND44844
0.16,0.94,4,261,0,2,IND02512
0.83,0.99,5,132,0,0,IND14010
0.69,0.53,3,153,0,1,IND16102
0.82,0.53,3,147,0,1,IND15185
0.88,0.72,5,244,0,0,IND35129
0.31,0.42,4,108,0,1,IND36608
0.83,0.49,4,218,0,0,IND30447
0.94,0.52,5,133,0,1,IND11663
0.65,0.79,5,233,0,0,IND13124
0.6,0.6,4,147,0,1,IND14177
0.52,0.43,3,176,0,1,IND0938
0.66,0.89,4,169,0,0,IND21470
0.87,0.87,4,144,0,0,IND27179
0.2,0.99,5,151,0,2,IND28059
0.63,0.91,4,252,0,0,IND38291
0.69,0.98,4,180,0,0,IND06805
0.48,0.61,3,251,0,0,IND40002
0.8,0.8,4,263,0,0,IND34507
0.89,0.74,5,260,0,0,IND04389
0.67,0.63,3,227,0,0,IND14324
0.37,0.86,6,260,0,2,IND03786
0.93,0.61,5,158,0,0,IND15146
0.69,0.52,3,186,0,1,IND31442
0.16,0.61,4,171,0,1,IND41103
0.81,0.55,3,199,0,1,IND34780
0.97,0.63,5,258,0,0,IND10954
0.77,0.59,4,273,0,0,IND31095
0.75,0.78,2,259,0,0,IND31509
0.88,0.82,3,265,0,0,IND34189
0.43,0.51,5,168,0,1,IND01474
0.99,0.99,4,163,0,0,IND18988
0.59,0.65,5,265,0,0,IND21617
0.89,0.71,4,190,0,0,IND20927
0.54,0.73,3,157,0,1,IND10001
0.32,0.86,4,266,0,2,IND11347
0.17,0.55,6,240,0,2,IND31259
0.78,0.55,3,143,0,1,IND41407
0.73,0.68,3,121,0,1,IND0553
0.65,0.76,2,170,0,1,IND03607
0.8,0.71,4,161,0,0,IND08666
0.61,0.86,3,239,0,0,IND26578
0.67,0.49,3,224,0,1,IND39778
0.63,0.57,3,242,0,0,IND40565
0.51,0.58,4,140,0,1,IND15273
0.82,0.59,5,170,0,0,IND17365
0.79,0.67,5,156,0,0,IND13033
0.49,0.6,2,113,0,1,IND41271
0.7,0.59,3,138,0,1,IND16098
0.13,0.5,3,137,0,1,IND19778
0.83,0.52,5,217,0,0,IND21716
0.83,0.91,3,155,0,0,IND27734
0.19,0.83,5,280,0,2,IND09279
0.8,0.81,5,248,0,0,IND20412
0.49,0.67,2,190,0,1,IND23513
0.92,0.99,3,176,0,0,IND26189
0.81,0.55,4,217,0,0,IND28750
0.62,0.91,3,269,0,0,IND39765
0.21,0.7,3,238,0,1,IND29634
0.95,0.74,5,243,0,0,IND35618
0.51,0.8,4,198,0,0,IND38267
0.52,0.89,3,188,0,0,IND06167
0.64,0.56,3,257,0,0,IND19052
0.62,0.79,4,268,0,0,IND28650
0.73,0.88,5,233,0,0,IND09030
0.32,0.86,4,214,0,2,IND19234
